ID,ltable_id,rtable_id,ltable_Title,ltable_Author,ltable_Year,ltable_Publisher,ltable_ISBN,ltable_Format,ltable_Language,ltable_URL,rtable_Title,rtable_Author,rtable_Year,rtable_Publisher,rtable_ISBN,rtable_Format,rtable_Language,rtable_URL
73,ol_OL76959W,gb_gTIKZJFH9VcC,The Appeal,John Grisham,2008,Heyne Verlag,9781844138555,Paperback,fre,https://openlibrary.org/books/OL37044319M,The Appeal,John Grisham,2012,Anchor,9780345532022,Paperback,en,http://books.google.com/books?id=gTIKZJFH9VcC&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
74,ol_OL76959W,gb_7UuCCHt0DycC,The Appeal,John Grisham,2008,Heyne Verlag,9781844138555,Paperback,fre,https://openlibrary.org/books/OL37044319M,The Appeal,John Grisham,2008,Dell,9780440243816,Paperback,en,http://books.google.com/books?id=7UuCCHt0DycC&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
75,ol_OL17116910W,gb_asSWvgEACAAJ,The Nightingale,Kristin Hannah,2000,St. Martin's Griffin,9781628995015,Paperback,spa,https://openlibrary.org/books/OL35381401M,The Nightingale,Kristin Hannah,2015,Macmillan Audio,1427212678,Paperback,en,http://books.google.com/books?id=asSWvgEACAAJ&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
76,ol_OL149188W,gb_JX_0CwAAQBAJ,The Running Man,Stephen King,1982,Albin Michel,1481539108,Paperback,dut,https://openlibrary.org/books/OL47350381M,The Running Man,Stephen King,2016,Simon and Schuster,9781501143854,Paperback,en,http://books.google.com/books?id=JX_0CwAAQBAJ&dq=subject:fiction+best+sellers&hl=&as_pt=BOOKS&source=gbs_api
77,ol_OL679348W,gb_06AwPwAACAAJ,The Graveyard Book,Neil Gaiman,2008,Rocabolsillo,9780061972652,Paperback,eng,https://openlibrary.org/books/OL57082365M,The Graveyard Book,Neil Gaiman,2009,Thorndike Literacy Bridge Youn,1410414418,Paperback,en,http://books.google.com/books?id=06AwPwAACAAJ&dq=harry+potter+rowling&hl=&as_pt=BOOKS&source=gbs_api
78,ol_OL15374110W,gb_48RnOnyRgRwC,"Full Dark, No Stars",Stephen King,2010,Scribner,9788376593593,Paperback,dut,https://openlibrary.org/books/OL47407657M,"Full Dark, No Stars",Stephen King,2011,Simon and Schuster,9781451648867,Paperback,en,http://books.google.com/books?id=48RnOnyRgRwC&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
79,ol_OL15374110W,gb_C6J9pwAACAAJ,"Full Dark, No Stars",Stephen King,2010,Scribner,9788376593593,Paperback,dut,https://openlibrary.org/books/OL47407657M,"Full Dark, No Stars",Stephen King,2012,Paragon Publishers,144585791X,Paperback,en,http://books.google.com/books?id=C6J9pwAACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
80,ol_OL52946W,gb_MBtctNppOJAC,Tripwire,Lee Child,1999,"EKSMO, M",0515143073,Paperback,dut,https://openlibrary.org/books/OL45990539M,Tripwire,Lee Child,2011,Random House,9780857500069,Paperback,en,http://books.google.com/books?id=MBtctNppOJAC&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
81,ol_OL81588W,gb_6CyLvgEACAAJ,Just After Sunset,Stephen King,2008,Thorndike Press,9780340919729,Paperback,heb,https://openlibrary.org/books/OL47370918M,Just After Sunset EXP,Stephen King,2009,Pocket Books,1439144915,Paperback,en,http://books.google.com/books?id=6CyLvgEACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
82,ol_OL17619932W,gb_xYtIDwAAQBAJ,The Underground Railroad,Colson Whitehead,2000,Albatros,9788439733003,Paperback,eng,https://openlibrary.org/books/OL50983539M,The Underground Railroad,Colson Whitehead,2018,Anchor,9780345804327,Paperback,en,http://books.google.com/books?id=xYtIDwAAQBAJ&dq=pulitzer+prize+winner+book&hl=&as_pt=BOOKS&source=gbs_api
83,ol_OL17619932W,gb_1eXNCwAAQBAJ,The Underground Railroad,Colson Whitehead,2000,Albatros,9788439733003,Paperback,eng,https://openlibrary.org/books/OL50983539M,The Underground Railroad,Colson Whitehead,2016,Hachette UK,9780708898413,Paperback,en,http://books.google.com/books?id=1eXNCwAAQBAJ&dq=pulitzer+prize+winner+book&hl=&as_pt=BOOKS&source=gbs_api
84,ol_OL26963W,gb_7mtBRAEfXvIC,Olive Kitteridge,Elizabeth Strout,2007,Brilliance Audio on MP3-CD,8380322193,Paperback,fre,https://openlibrary.org/books/OL47233394M,Olive Kitteridge,Elizabeth Strout,2008,Random House,9781588366887,Paperback,en,https://play.google.com/store/books/details?id=7mtBRAEfXvIC&source=gbs_api
85,ol_OL16809803W,gb_dvuK7isszLIC,The Goldfinch,Donna Tartt,2013,Społeczny Instytut Wydawniczy Znak,9785170854486,Paperback,dut,https://openlibrary.org/books/OL47792272M,The Goldfinch,Donna Tartt,2013,"Little, Brown",9780316248679,Paperback,en,https://play.google.com/store/books/details?id=dvuK7isszLIC&source=gbs_api
86,ol_OL16809803W,gb_Dt8ojwEACAAJ,The Goldfinch,Donna Tartt,2013,Społeczny Instytut Wydawniczy Znak,9785170854486,Paperback,dut,https://openlibrary.org/books/OL47792272M,The Goldfinch,Donna Tartt,2016,"Little, Brown",0316055425,Paperback,en,http://books.google.com/books?id=Dt8ojwEACAAJ&dq=pulitzer+prize+winner+book&hl=&as_pt=BOOKS&source=gbs_api
87,ol_OL16817509W,gb_rTYEyWrXLO0C,Me Before You,Jojo Moyes,2012,Thorndike Press,8763830353,Paperback,dan,https://openlibrary.org/books/OL37799642M,Me Before You,Jojo Moyes,2012,Penguin,9781101606377,Paperback,en,https://play.google.com/store/books/details?id=rTYEyWrXLO0C&source=gbs_api
88,ol_OL16796166W,gb_a7iuAL4XQ2UC,The Casual Vacancy,J. K. Rowling,2012,Evro-Giunti,9788498384949,Paperback,chi,https://openlibrary.org/books/OL32632273M,The Casual Vacancy,J. K. Rowling,2012,"Little, Brown",9780316228558,Paperback,en,https://play.google.com/store/books/details?id=a7iuAL4XQ2UC&source=gbs_api
89,ol_OL16465449W,gb_iFXPzgEACAAJ,The One and Only Ivan,Katherine Applegate,2011,Harper,0061992275,Paperback,eng,https://openlibrary.org/books/OL47332164M,The One and Only Ivan,Katherine Applegate,2021,,1667076841,Paperback,en,http://books.google.com/books?id=iFXPzgEACAAJ&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
90,ol_OL18020194W,gb_wmnuDwAAQBAJ,It Ends With Us,Colleen Hoover,2012,dtv Verlagsgesellschaft,8501112518,Paperback,eng,https://openlibrary.org/books/OL49230721M,It Ends with Us,Colleen Hoover,2020,Pocket Books,9781982143657,Paperback,en,http://books.google.com/books?id=wmnuDwAAQBAJ&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
91,ol_OL18020194W,gb_QL-d0AEACAAJ,It Ends With Us,Colleen Hoover,2012,dtv Verlagsgesellschaft,8501112518,Paperback,eng,https://openlibrary.org/books/OL49230721M,It Ends With Us,Colleen Hoover,2024,,1398531731,Paperback,en,http://books.google.com/books?id=QL-d0AEACAAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
92,ol_OL17112428W,gb_Udv-AwAAQBAJ,The Girl on the Train,Paula Hawkins,2014,Editions Du Seuil,9780552779777,Paperback,gre,https://openlibrary.org/books/OL26630005M,The Girl on the Train,Paula Hawkins,2015,Penguin,9780698185395,Paperback,en,https://play.google.com/store/books/details?id=Udv-AwAAQBAJ&source=gbs_api
93,ol_OL15369653W,gb_TYq_UtsHl_sC,The Confession,John Grisham,2006,Arnoldo Mondadori Editore,9788804608868,Paperback,eng,https://openlibrary.org/books/OL35674671M,The Confession,John Grisham,2010,Random House,9781409021551,Paperback,en,http://books.google.com/books?id=TYq_UtsHl_sC&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
94,ol_OL15369653W,gb_k64-Q4nDahEC,The Confession,John Grisham,2006,Arnoldo Mondadori Editore,9788804608868,Paperback,eng,https://openlibrary.org/books/OL35674671M,The Confession,John Grisham,2012,Vintage,9780345534552,Paperback,en,http://books.google.com/books?id=k64-Q4nDahEC&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
95,ol_OL59933W,gb_jFU6WTR1yB0C,The White Queen,Philippa Gregory,2009,"Simon & Schuster, Limited",9781416563686,Paperback,spa,https://openlibrary.org/books/OL34429165M,The White Queen,Philippa Gregory,2013,Simon and Schuster,9781476735481,Paperback,en,http://books.google.com/books?id=jFU6WTR1yB0C&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
96,ol_OL17163917W,gb_FfWrjwEACAAJ,Go Set A Watchman,Harper Lee,2015,Harper,9780718076344,Paperback,ger,https://openlibrary.org/books/OL47962108M,Go Set a Watchman,Harper Lee,2016,Harper Perennial,0062409867,Paperback,en,http://books.google.com/books?id=FfWrjwEACAAJ&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
97,ol_OL14920152W,gb_sK0m4LpgKtYC,Private,James Patterson,2008,Arqueiro,0446574724,Paperback,dut,https://openlibrary.org/books/OL35393280M,Private,James Patterson,2013,Random House,9780099580645,Paperback,en,http://books.google.com/books?id=sK0m4LpgKtYC&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
98,ol_OL16521440W,gb_1D7lOvz5ob0C,The innocent,David Baldacci,2012,Pan Books,9780446573009,Paperback,spa,https://openlibrary.org/books/OL42969645M,The Innocent,David Baldacci,2012,Pan Macmillan,9781447213529,Paperback,en,http://books.google.com/books?id=1D7lOvz5ob0C&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
99,ol_OL15841562W,gb_GybHa5cQOYIC,The Associate,John Grisham,2000,Random House Group Limited,0385528035,Paperback,eng,https://openlibrary.org/books/OL32866326M,The Associate,John Grisham,2009,Random House,9780099502234,Paperback,en,http://books.google.com/books?id=GybHa5cQOYIC&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
100,ol_OL15841562W,gb_0nuLDQAAQBAJ,The Associate,John Grisham,2000,Random House Group Limited,0385528035,Paperback,eng,https://openlibrary.org/books/OL32866326M,The Associate,John Grisham,2009,Anchor,9780440243823,Paperback,en,http://books.google.com/books?id=0nuLDQAAQBAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
101,ol_OL15841562W,gb_mOtlnAEACAAJ,The Associate,John Grisham,2000,Random House Group Limited,0385528035,Paperback,eng,https://openlibrary.org/books/OL32866326M,The Associate,John Grisham,2013,Arrow,0099571641,Paperback,en,http://books.google.com/books?id=mOtlnAEACAAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
102,ol_OL46760W,gb_auZXJuwLw8QC,The Glass Castle,Jeannette Walls,2005,Scribner,1419341049,Paperback,eng,https://openlibrary.org/books/OL52578706M,The Glass Castle,Jeannette Walls,2006,Simon and Schuster,9781416550600,Paperback,en,https://play.google.com/store/books/details?id=auZXJuwLw8QC&source=gbs_api
103,ol_OL17937105W,gb_WuDEDwAAQBAJ,The Outsider,Stephen King,2018,Overlook Connection Press,1501180983,Paperback,fre,https://openlibrary.org/books/OL35596617M,The Outsider,Stephen King,2020,Scribner,9781982148249,Paperback,en,http://books.google.com/books?id=WuDEDwAAQBAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
104,ol_OL17937105W,gb_SYWGvQEACAAJ,The Outsider,Stephen King,2018,Overlook Connection Press,1501180983,Paperback,fre,https://openlibrary.org/books/OL35596617M,The Outsider,Stephen King,2019,Hodder Paperbacks,1473676398,Paperback,en,http://books.google.com/books?id=SYWGvQEACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
105,ol_OL20126932W,gb_iSKGDwAAQBAJ,The Institute,Stephen King,2019,Pocket Books,1529355397,Paperback,eng,https://openlibrary.org/books/OL47456519M,The Institute,Stephen King,2019,Simon and Schuster,9781982110598,Paperback,en,https://play.google.com/store/books/details?id=iSKGDwAAQBAJ&source=gbs_api
106,ol_OL20126932W,gb_7ff1DwAAQBAJ,The Institute,Stephen King,2019,Pocket Books,1529355397,Paperback,eng,https://openlibrary.org/books/OL47456519M,The Institute,Stephen King,2020,Scribner,9781982110581,Paperback,en,http://books.google.com/books?id=7ff1DwAAQBAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
107,ol_OL20126932W,gb_33tDzQEACAAJ,The Institute,Stephen King,2019,Pocket Books,1529355397,Paperback,eng,https://openlibrary.org/books/OL47456519M,The Institute,Stephen King,2020,Hodder Paperbacks,1529331668,Paperback,en,http://books.google.com/books?id=33tDzQEACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
108,ol_OL16451416W,gb_T4RbMAEACAAJ,The Wind Through the Keyhole,Stephen King,1925,Heyne Verlag,1444755455,Paperback,dut,https://openlibrary.org/books/OL35687687M,The Wind Through the Keyhole,Stephen King,2013,Hodder Paperbacks,1444731726,Paperback,en,http://books.google.com/books?id=T4RbMAEACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
109,ol_OL17370186W,gb_sL_ZCwAAQBAJ,A Little Life,Hanya Yanagihara,2015,Piper,9781101972427,Paperback,pol,https://openlibrary.org/books/OL55125848M,A Little Life,Hanya Yanagihara,2016,Vintage,9780804172707,Paperback,en,http://books.google.com/books?id=sL_ZCwAAQBAJ&dq=national+book+award+winner&hl=&as_pt=BOOKS&source=gbs_api
110,ol_OL167320W,gb_vYoul7JlWfoC,Envy,Sandra Brown,2001,Grand Central Publishing,5699403957,Paperback,ger,https://openlibrary.org/books/OL49829491M,Envy,Sandra Brown,2013,Grand Central Publishing,9781455546473,Paperback,en,https://play.google.com/store/books/details?id=vYoul7JlWfoC&source=gbs_api
111,ol_OL17200413W,gb_ZU0uBQAAQBAJ,Revival,Stephen King,2014,Heyne Verlag,3453438485,Paperback,chi,https://openlibrary.org/books/OL47253875M,Revival,Stephen King,2014,Simon and Schuster,9781476770383,Paperback,en,http://books.google.com/books?id=ZU0uBQAAQBAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
112,ol_OL17200413W,gb_3KqMAwAAQBAJ,Revival,Stephen King,2014,Heyne Verlag,3453438485,Paperback,chi,https://openlibrary.org/books/OL47253875M,Revival,Stephen King,2014,Hachette UK,9781444789195,Paperback,en,http://books.google.com/books?id=3KqMAwAAQBAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
113,ol_OL1875008W,gb_xNpLPwAACAAJ,Home,Marilynne Robinson,2008,Singel Uitgevers,0374299102,Paperback,heb,https://openlibrary.org/books/OL47458369M,Home,Marilynne Robinson,2009,Harper Perennial,1554681227,Paperback,en,http://books.google.com/books?id=xNpLPwAACAAJ&dq=national+book+award+winner&hl=&as_pt=BOOKS&source=gbs_api
114,ol_OL17352669W,gb_E-kdBQAAQBAJ,A Court of Thorns and Roses,Sarah J. Maas,2015,"Recorded Books, Inc.",978-3423761635,Paperback,ger,https://openlibrary.org/books/OL57507250M,A Court of Thorns and Roses,Sarah J. Maas,2015,Bloomsbury Publishing USA,9781619634459,Paperback,en,https://play.google.com/store/books/details?id=E-kdBQAAQBAJ&source=gbs_api
115,ol_OL16803752W,gb_t0piDAAAQBAJ,Eleanor & Park,Rainbow Rowell,2012,Thorndike Press,1250127084,Paperback,ger,https://openlibrary.org/books/OL48140463M,Eleanor & Park,Rainbow Rowell,2016,Fantasious,9786026922113,Paperback,id,https://play.google.com/store/books/details?id=t0piDAAAQBAJ&source=gbs_api
116,ol_OL15358691W,gb_QVn-CgAAQBAJ,The Way of Kings,Brandon Sanderson,2010,Tor Books,1398703621,Paperback,eng,https://openlibrary.org/books/OL57480678M,The Way of Kings,Brandon Sanderson,2014,Macmillan,9780765376671,Paperback,en,http://books.google.com/books?id=QVn-CgAAQBAJ&dq=new+york+times+bestseller&hl=&as_pt=BOOKS&source=gbs_api
117,ol_OL16806826W,gb__Vg4CgAAQBAJ,Joyland,Stephen King,2011,Albin Michel,6073122381,Paperback,eng,https://openlibrary.org/books/OL32413934M,Joyland,Stephen King,2014,"Titan Books (US, CA)",9781781168493,Paperback,en,https://play.google.com/store/books/details?id=_Vg4CgAAQBAJ&source=gbs_api
118,ol_OL14920187W,gb_rpWP3KPA5kIC,"I, Alex Cross",James Patterson,2007,Grand Central Pub.,1784759163,Paperback,dut,https://openlibrary.org/books/OL27140680M,"I, Alex Cross",James Patterson,2009,"Little, Brown",9780316071901,Paperback,en,https://play.google.com/store/books/details?id=rpWP3KPA5kIC&source=gbs_api
119,ol_OL14920187W,gb_RHCungEACAAJ,"I, Alex Cross",James Patterson,2007,Grand Central Pub.,1784759163,Paperback,dut,https://openlibrary.org/books/OL27140680M,"I, Alex Cross",James Patterson,2009,Little Brown & Company,0316043737,Paperback,en,http://books.google.com/books?id=RHCungEACAAJ&dq=james+patterson+books&hl=&as_pt=BOOKS&source=gbs_api
120,ol_OL77009W,gb_OdAy2FP6pMgC,Playing for Pizza,John Grisham,2007,Editions Robert Laffont,9780739327753,Paperback,eng,https://openlibrary.org/books/OL35616699M,Playing for Pizza,John Grisham,2012,Vintage,9780345532053,Paperback,en,http://books.google.com/books?id=OdAy2FP6pMgC&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
121,ol_OL16419990W,gb_AMMyrIxxCaoC,The Orphan Master's Son,Adam Johnson,2012,Polirom,9786070723186,Paperback,ger,https://openlibrary.org/books/OL32265330M,The Orphan Master's Son,Adam Johnson,2012,Random House Incorporated,9780812992793,Paperback,en,http://books.google.com/books?id=AMMyrIxxCaoC&dq=pulitzer+prize+winner+book&hl=&as_pt=BOOKS&source=gbs_api
122,ol_OL19096402W,gb_tLdiDwAAQBAJ,The Silent Patient,Alex Michaelides,2018,Celadon Books,9781409181620,Paperback,est,https://openlibrary.org/books/OL47457228M,The Silent Patient,Alex Michaelides,2019,Celadon Books,9781250301710,Paperback,en,https://play.google.com/store/books/details?id=tLdiDwAAQBAJ&source=gbs_api
123,ol_OL19096402W,gb_a6NnDwAAQBAJ,The Silent Patient,Alex Michaelides,2018,Celadon Books,9781409181620,Paperback,est,https://openlibrary.org/books/OL47457228M,The Silent Patient,Alex Michaelides,2019,Hachette UK,9781409181644,Paperback,en,http://books.google.com/books?id=a6NnDwAAQBAJ&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
124,ol_OL17116913W,gb_LESIvgEACAAJ,Gray Mountain,John Grisham,2014,Doubleday,9780385363167,Paperback,eng,https://openlibrary.org/books/OL33955702M,Gray Mountain,John Grisham,2014,,1629531790,Paperback,en,http://books.google.com/books?id=LESIvgEACAAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
125,ol_OL17116913W,gb_2AGPDQAAQBAJ,Gray Mountain,John Grisham,2014,Doubleday,9780385363167,Paperback,eng,https://openlibrary.org/books/OL33955702M,Gray Mountain,John Grisham,2015,Vintage,9780345543257,Paperback,en,http://books.google.com/books?id=2AGPDQAAQBAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
126,ol_OL24229351W,gb_7LDBEAAAQBAJ,Billy Summers,Stephen King,2021,DEBOLSILLO,9788466358804,Paperback,spa,https://openlibrary.org/books/OL47486535M,Billy Summers,Stephen King,2023,Simon and Schuster,9781668010129,Paperback,en,http://books.google.com/books?id=7LDBEAAAQBAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
127,ol_OL24229351W,gb_C3yczgEACAAJ,Billy Summers,Stephen King,2021,DEBOLSILLO,9788466358804,Paperback,spa,https://openlibrary.org/books/OL47486535M,Billy Summers,Stephen King,2022,,152936566X,Paperback,en,http://books.google.com/books?id=C3yczgEACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
128,ol_OL24229351W,gb_guomEAAAQBAJ,Billy Summers,Stephen King,2021,DEBOLSILLO,9788466358804,Paperback,spa,https://openlibrary.org/books/OL47486535M,Billy Summers,Stephen King,2021,Heyne Verlag,9783641279400,Paperback,de,https://play.google.com/store/books/details?id=guomEAAAQBAJ&source=gbs_api
129,ol_OL14949721W,gb_fsr1Gh5rGy8C,True Blue,David Baldacci,2009,Grand Central Pub.,9781447287643,Paperback,eng,https://openlibrary.org/books/OL35313255M,True Blue,David Baldacci,2009,Pan,9781743037874,Paperback,en,http://books.google.com/books?id=fsr1Gh5rGy8C&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
130,ol_OL14949721W,gb_5Z7SoQEACAAJ,True Blue,David Baldacci,2009,Grand Central Pub.,9781447287643,Paperback,eng,https://openlibrary.org/books/OL35313255M,True Blue,David Baldacci,2014,,1599958589,Paperback,en,http://books.google.com/books?id=5Z7SoQEACAAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
131,ol_OL17124774W,gb_xB8BogEACAAJ,The Escape,David Baldacci,1970,Grand Central Publishing,1478984341,Paperback,spa,https://openlibrary.org/books/OL47050203M,The Escape,David Baldacci,2015,,0606365273,Paperback,en,http://books.google.com/books?id=xB8BogEACAAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
132,ol_OL17308678W,gb_yFSQBL7f1sYC,"Alex Cross, run",James Patterson,2012,Cargo,0316224235,Paperback,dut,https://openlibrary.org/books/OL40235579M,"Alex Cross, Run",James Patterson,2013,Random House,9780099580669,Paperback,en,http://books.google.com/books?id=yFSQBL7f1sYC&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
133,ol_OL14920138W,gb_06jF5uH0a70C,Don't blink,James Patterson,2010,"Little, Brown and Co.",9788378856702,Paperback,pol,https://openlibrary.org/books/OL44159798M,Don't Blink,James Patterson,2010,Random House,9781407058115,Paperback,en,http://books.google.com/books?id=06jF5uH0a70C&dq=james+patterson+books&hl=&as_pt=BOOKS&source=gbs_api
134,ol_OL17362473W,gb_tyuJDAAAQBAJ,Rogue Lawyer,John Grisham,2015,11 17,9782253086512,Paperback,fre,https://openlibrary.org/books/OL28228779M,Rogue Lawyer,John Grisham,2016,Vintage,9780553393484,Paperback,en,http://books.google.com/books?id=tyuJDAAAQBAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
135,ol_OL17362473W,gb_C-I-EQAAQBAJ,Rogue Lawyer,John Grisham,2015,11 17,9782253086512,Paperback,fre,https://openlibrary.org/books/OL28228779M,Rogue Lawyer,John Grisham,2015,Random House,9780385539432,Paperback,en,http://books.google.com/books?id=C-I-EQAAQBAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
136,ol_OL17362473W,gb_qbc5CQAAQBAJ,Rogue Lawyer,John Grisham,2015,11 17,9782253086512,Paperback,fre,https://openlibrary.org/books/OL28228779M,Rogue Lawyer,John Grisham,2015,Hachette UK,9781473622890,Paperback,en,http://books.google.com/books?id=qbc5CQAAQBAJ&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
137,ol_OL14962267W,gb_-sMVTwfsZsUC,Ford County,John Grisham,2009,Dell,9780099545781,Paperback,eng,https://openlibrary.org/books/OL32779757M,Ford County,John Grisham,2010,Random House,9780099545781,Paperback,en,http://books.google.com/books?id=-sMVTwfsZsUC&dq=john+grisham+books&hl=&as_pt=BOOKS&source=gbs_api
138,ol_OL17357373W,gb_S2cyMQAACAAJ,End of Watch,Stephen King,2000,Scribner,8379857534,Paperback,chi,https://openlibrary.org/books/OL47357677M,End of Watch,Stephen King,2017,Hodder Paperbacks,147364237X,Paperback,en,http://books.google.com/books?id=S2cyMQAACAAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
139,ol_OL19587W,gb_j0VpMxhpmlMC,A Good Woman,Danielle Steel,2008,Sijthoff,9781408427972,Paperback,dut,https://openlibrary.org/books/OL46989112M,A Good Woman,Danielle Steel,2008,"Random House Digital, Inc.",9780385340267,Paperback,en,http://books.google.com/books?id=j0VpMxhpmlMC&dq=subject:fiction+best+sellers&hl=&as_pt=BOOKS&source=gbs_api
140,ol_OL17765039W,gb_2v6ZDQAAQBAJ,Into the Water,Paula Hawkins,2017,Blanvalet,0735211213,Paperback,ger,https://openlibrary.org/books/OL27361114M,Into the Water,Paula Hawkins,2017,Penguin,9780735211216,Paperback,en,https://play.google.com/store/books/details?id=2v6ZDQAAQBAJ&source=gbs_api
141,ol_OL14920132W,gb_4ZU4AQAAQBAJ,Cross fire,James Patterson,1998,"Little, Brown and Company",9781409061564,Paperback,dut,https://openlibrary.org/books/OL43334834M,Cross Fire,James Patterson,2010,Hachette UK,9780316122252,Paperback,en,http://books.google.com/books?id=4ZU4AQAAQBAJ&dq=james+patterson+books&hl=&as_pt=BOOKS&source=gbs_api
142,ol_OL14920132W,gb_MF9KWcidqhcC,Cross fire,James Patterson,1998,"Little, Brown and Company",9781409061564,Paperback,dut,https://openlibrary.org/books/OL43334834M,Cross Fire,James Patterson,2010,"Little, Brown",9780316122252,Paperback,en,https://play.google.com/store/books/details?id=MF9KWcidqhcC&source=gbs_api
143,ol_OL16176206W,gb_yQo7AQAAQBAJ,"Merry Christmas, Alex Cross",James Patterson,2011,Grand Central Publishing,9781780890708,Paperback,eng,https://openlibrary.org/books/OL46535237M,"Merry Christmas, Alex Cross",James Patterson,2012,Hachette UK,9780316210690,Paperback,en,http://books.google.com/books?id=yQo7AQAAQBAJ&dq=james+patterson+books&hl=&as_pt=BOOKS&source=gbs_api
144,ol_OL21745884W,gb_iEiHEAAAQBAJ,Project Hail Mary,Andy Weir,2021,Nemira,9781603935470,Paperback,ger,https://openlibrary.org/books/OL57487091M,Project Hail Mary,Andy Weir,2022,Ballantine Books,9780593135228,Paperback,en,http://books.google.com/books?id=iEiHEAAAQBAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
145,ol_OL16564915W,gb_3BhjErWqnQwC,"I, Michael Bennett",James Patterson,2012,Longanesi,0446571806,Paperback,ita,https://openlibrary.org/books/OL45659990M,"I, Michael Bennett",James Patterson,2012,Random House,9781409038825,Paperback,en,http://books.google.com/books?id=3BhjErWqnQwC&dq=james+patterson+books&hl=&as_pt=BOOKS&source=gbs_api
146,ol_OL20038654W,gb_O1OdCwAAQBAJ,Cross the line,James Patterson,2016,Grand Central Publishing,1478942207,Paperback,dut,https://openlibrary.org/books/OL43429508M,Cross the Line,James Patterson,2016,"Little, Brown",9780316407168,Paperback,en,https://play.google.com/store/books/details?id=O1OdCwAAQBAJ&source=gbs_api
147,ol_OL20663157W,gb_4q7eDwAAQBAJ,If It Bleeds,Stephen King,2020,Proszynski,1432877550,Paperback,spa,https://openlibrary.org/books/OL53749100M,If It Bleeds,Stephen King,2020,Scribner,9781982137977,Paperback,en,http://books.google.com/books?id=4q7eDwAAQBAJ&dq=stephen+king+books&hl=&as_pt=BOOKS&source=gbs_api
148,ol_OL19754749W,gb_gc7HugEACAAJ,Past tense,Lee Child,2018,Random House Audio,9780593078198,Paperback,chi,https://openlibrary.org/books/OL46955947M,Past Tense,Lee Child,2019,Bantam,0857504290,Paperback,en,http://books.google.com/books?id=gc7HugEACAAJ&dq=dan+brown+books&hl=&as_pt=BOOKS&source=gbs_api
149,ol_OL17846634W,gb_5ZQnDwAAQBAJ,The Whistler,John Grisham,2016,Hodder & Stoughton,9780399565205,Paperback,fre,https://openlibrary.org/books/OL32934264M,The Whistler,John Grisham,2017,Vintage,9781101967676,Paperback,en,http://books.google.com/books?id=5ZQnDwAAQBAJ&dq=best+selling+thriller+books&hl=&as_pt=BOOKS&source=gbs_api
